ID,Age_cal,Precision
3426,1018,105
3586,1018,105
3786,1018,105
3821,1018,105
3838,1018,105
4061,1018,105
4240,1018,105
5015,1018,105
5297,1018,105
6133,1018,105
7327,1018,105
7542,1018,105
506,911,101
3425,911,101
3785,911,101
4060,911,101
4239,911,101
5296,911,101
7326,911,101
8713,911,101
9624,45665,1134
2551,14191,278
2552,14191,278
5063,14191,278
7383,14191,278
2545,13918,281
2546,13918,281
5062,13918,281
7382,13918,281
9663,45566,342
9678,45652,194
9587,45665,1134
2059,48422,843
2056,47603,885
2051,46711,1142
1907,15614,163
2058,48493,297
2041,44463,1208
1937,23203,257
1913,16744,190
546,13834,63
547,13918,281
2093,13834,63
3848,13834,63
544,13204,186
2091,13204,186
3846,13204,186
531,6810,144
4164,6810,144
1844,5391,52
2061,,
9226,41582,118
9201,3046,158
9200,2919,204
726,1430,77
2345,1430,77
5365,1430,77
6742,1430,77
7164,1430,77
7227,1430,77
8450,1430,77
8681,1430,77
134,384,192
385,384,192
504,384,192
662,384,192
920,384,192
3888,384,192
3893,384,192
5014,384,192
5066,384,192
5099,384,192
5107,384,192
5148,384,192
5295,384,192
5918,384,192
5956,384,192
6764,384,192
6997,384,192
7016,384,192
7028,384,192
7882,384,192
7937,384,192
2057,47985,845
589,33876,1258
788,33876,1258
2689,33876,1258
2690,33876,1258
2691,33876,1258
2692,33876,1258
2693,33876,1258
3521,33876,1258
3966,33876,1258
4472,33876,1258
4495,33876,1258
4912,33876,1258
4913,33876,1258
4950,33876,1258
5578,33876,1258
5715,33876,1258
5716,33876,1258
5924,33876,1258
5950,33876,1258
7063,33876,1258
7064,33876,1258
7109,33876,1258
7179,33876,1258
7180,33876,1258
7399,33876,1258
7400,33876,1258
7469,33876,1258
7932,33876,1258
8827,33876,1258
9282,33876,1258
2613,24113,251
4471,24113,251
5702,24113,251
2566,16836,153
3965,16836,153
4470,16836,153
5688,16836,153
2564,16431,272
2565,16431,272
3570,16431,272
3964,16431,272
4469,16431,272
4492,16431,272
5687,16431,272
7062,16431,272
7176,16431,272
7467,16431,272
7926,16431,272
8543,16431,272
8698,16431,272
11875,6228,35
2382,3301,74
2383,3301,74
3962,3301,74
5665,3301,74
8689,3301,74
3961,2625,116
5663,2625,116
8685,2625,116
2366,2521,110
4467,2521,110
5367,2521,110
5662,2521,110
8683,2521,110
3960,2330,67
4487,2330,67
5366,2330,67
5661,2330,67
11873,2330,67
942,878,65
2325,878,65
5657,878,65
941,763,69
2313,763,69
3511,763,69
4483,763,69
3557,622,55
4155,622,55
4481,622,55
8674,622,55
11874,334,91
332,8750,122
990,8750,122
2474,8750,122
2475,8750,122
2476,8750,122
3756,8750,122
5121,8750,122
331,8636,119
989,8636,119
2471,8636,119
2472,8636,119
2473,8636,119
3492,8636,119
3755,8636,119
5120,8636,119
330,8516,327
538,8516,327
2464,8516,327
2465,8516,327
2466,8516,327
2467,8516,327
3759,8516,327
5125,8516,327
329,8361,73
986,8361,73
2458,8361,73
2459,8361,73
2460,8361,73
3754,8361,73
4765,8361,73
3753,8274,70
72,25788,236
71,4615,161
70,3771,103
69,2444,130
47,39555,150
221,39555,150
304,39555,150
398,39555,150
515,39555,150
728,39555,150
791,39555,150
1048,39555,150
1154,39555,150
3436,39555,150
3583,39555,150
3784,39555,150
3866,39555,150
4304,39555,150
4585,39555,150
4864,39555,150
4892,39555,150
5293,39555,150
5351,39555,150
5556,39555,150
6142,39555,150
6235,39555,150
6313,39555,150
6374,39555,150
6438,39555,150
6596,39555,150
7196,39555,150
7405,39555,150
7756,39555,150
7816,39555,150
7851,39555,150
7900,39555,150
8050,39555,150
8201,39555,150
8332,39555,150
9021,39555,150
9071,39555,150
9223,39555,150
46,39087,2910
84,39087,2910
220,39087,2910
303,39087,2910
397,39087,2910
514,39087,2910
693,39087,2910
727,39087,2910
790,39087,2910
806,39087,2910
1047,39087,2910
2069,39087,2910
2900,39087,2910
2901,39087,2910
2902,39087,2910
3385,39087,2910
3403,39087,2910
3435,39087,2910
3581,39087,2910
3783,39087,2910
3865,39087,2910
3903,39087,2910
3939,39087,2910
4301,39087,2910
4584,39087,2910
4863,39087,2910
4891,39087,2910
5100,39087,2910
5292,39087,2910
5339,39087,2910
5555,39087,2910
5925,39087,2910
5994,39087,2910
6141,39087,2910
6234,39087,2910
6311,39087,2910
6373,39087,2910
6418,39087,2910
6436,39087,2910
6595,39087,2910
6760,39087,2910
7195,39087,2910
7219,39087,2910
7243,39087,2910
7422,39087,2910
7605,39087,2910
7755,39087,2910
7814,39087,2910
7850,39087,2910
7899,39087,2910
8049,39087,2910
8199,39087,2910
8331,39087,2910
8537,39087,2910
8740,39087,2910
8764,39087,2910
8870,39087,2910
9020,39087,2910
9070,39087,2910
9097,39087,2910
9218,39087,2910
2768,2853,155
4916,2853,155
5617,2853,155
7229,2853,155
7306,2853,155
8222,19843,2533
8214,7858,123
8213,6440,128
621,5131,417
619,3874,138
2054,47323,1110
2047,45950,1144
11921,35375,508
2003,31829,445
2004,31829,445
9660,46335,759
9661,46337,928
1846,6397,81
77,163,91
76,154,87
75,136,80
74,128,78
73,50,0
1932,21857,306
1931,21795,282
1941,23811,233
1853,7828,79
1851,7477,68
1850,7396,67
228,37105,462
383,37105,462
700,37105,462
2712,37105,462
2713,37105,462
3451,37105,462
3703,37105,462
4496,37105,462
4613,37105,462
5472,37105,462
6848,37105,462
7181,37105,462
7403,37105,462
8129,37105,462
8706,37105,462
3689,24157,135
4493,24157,135
4612,24157,135
7177,24157,135
7387,24157,135
2524,12502,471
2525,12502,471
2526,12502,471
2527,12502,471
5878,12502,471
6895,12502,471
8851,12502,471
9136,12502,471
2508,10744,46
2509,10744,46
2510,10744,46
2511,10744,46
2512,10744,46
3469,10744,46
5876,10744,46
6698,10744,46
6894,10744,46
8094,10744,46
8850,10744,46
9134,10744,46
2499,10520,202
2500,10520,202
2501,10520,202
2502,10520,202
2503,10520,202
2504,10520,202
2505,10520,202
2506,10520,202
3467,10520,202
5874,10520,202
5875,10520,202
6697,10520,202
8093,10520,202
8849,10520,202
2802,7614,88
2803,7614,88
2804,7614,88
2805,7614,88
5889,7614,88
6899,7614,88
8856,7614,88
9140,7614,88
2791,7066,155
2792,7066,155
2793,7066,155
2794,7066,155
2795,7066,155
2796,7066,155
2797,7066,155
2798,7066,155
3481,7066,155
5886,7066,155
5887,7066,155
6701,7066,155
8099,7066,155
8855,7066,155
2417,5369,220
2418,5369,220
2419,5369,220
3463,5369,220
5870,5369,220
5871,5369,220
6890,5369,220
8086,5369,220
103,8792,150
114,8792,150
540,8792,150
2089,8792,150
2477,8792,150
2478,8792,150
2479,8792,150
2480,8792,150
3771,8792,150
4168,8792,150
8575,8792,150
101,7849,35
112,7849,35
534,7849,35
2084,7849,35
2449,7849,35
2450,7849,35
2451,7849,35
3799,7849,35
4167,7849,35
4,4966,163
128,4966,163
640,4966,163
641,4966,163
648,4966,163
813,4966,163
836,4966,163
870,4966,163
871,4966,163
1080,4966,163
1325,4966,163
1404,4966,163
2137,4966,163
2784,4966,163
2785,4966,163
3480,4966,163
4807,4966,163
4808,4966,163
4937,4966,163
4995,4966,163
4996,4966,163
5013,4966,163
5021,4966,163
5091,4966,163
5239,4966,163
5511,4966,163
5518,4966,163
5559,4966,163
5778,4966,163
5809,4966,163
5884,4966,163
5885,4966,163
5904,4966,163
6071,4966,163
6074,4966,163
6667,4966,163
6682,4966,163
6683,4966,163
6871,4966,163
6883,4966,163
8112,4966,163
8426,4966,163
8805,4966,163
9104,4966,163
9139,4966,163
2,2600,104
3,2600,104
125,2600,104
126,2600,104
646,2600,104
647,2600,104
810,2600,104
811,2600,104
834,2600,104
835,2600,104
866,2600,104
1077,2600,104
1078,2600,104
1360,2600,104
1401,2600,104
1402,2600,104
2765,2600,104
2766,2600,104
2767,2600,104
3476,2600,104
3477,2600,104
4803,2600,104
4804,2600,104
4936,2600,104
4992,2600,104
4993,2600,104
5011,2600,104
5012,2600,104
5089,2600,104
5236,2600,104
5237,2600,104
5509,2600,104
5519,2600,104
5557,2600,104
5558,2600,104
5775,2600,104
5776,2600,104
5806,2600,104
5807,2600,104
5880,2600,104
5881,2600,104
5902,2600,104
5903,2600,104
6069,2600,104
6070,2600,104
6072,2600,104
6073,2600,104
6664,2600,104
6665,2600,104
6679,2600,104
6680,2600,104
6868,2600,104
6869,2600,104
6881,2600,104
6882,2600,104
8107,2600,104
8422,2600,104
8423,2600,104
8802,2600,104
8803,2600,104
3355,50675,1410
9668,50675,1410
1950,24982,205
555,21113,1877
556,21113,1877
851,21113,1877
906,21113,1877
907,21113,1877
961,21113,1877
2099,21113,1877
2100,21113,1877
2594,21113,1877
2595,21113,1877
2596,21113,1877
2597,21113,1877
2598,21113,1877
3780,21113,1877
3809,21113,1877
3810,21113,1877
3851,21113,1877
3852,21113,1877
3899,21113,1877
3900,21113,1877
4197,21113,1877
5105,21113,1877
5127,21113,1877
7385,21113,1877
7386,21113,1877
7629,21113,1877
7977,21113,1877
7978,21113,1877
554,27822,9736
850,27822,9736
905,27822,9736
960,27822,9736
2098,27822,9736
2589,27822,9736
2590,27822,9736
2591,27822,9736
3779,27822,9736
3807,27822,9736
3808,27822,9736
3850,27822,9736
3898,27822,9736
4194,27822,9736
5104,27822,9736
7384,27822,9736
7628,27822,9736
7976,27822,9736
548,14343,373
2094,14343,373
2553,14343,373
3496,14343,373
3806,14343,373
3849,14343,373
7975,14343,373
545,13338,89
849,13338,89
902,13338,89
956,13338,89
2092,13338,89
2531,13338,89
2532,13338,89
2533,13338,89
2534,13338,89
3773,13338,89
3805,13338,89
3847,13338,89
3897,13338,89
4173,13338,89
7381,13338,89
7627,13338,89
7974,13338,89
7518,605,57
10494,23629,137
10520,23629,137
10541,23629,137
10560,23629,137
10564,23629,137
10582,23629,137
10603,23629,137
10616,23629,137
10634,23629,137
10655,23629,137
10676,23629,137
10694,23629,137
10708,23629,137
10726,23629,137
10747,23629,137
10770,23629,137
10820,23629,137
10836,23629,137
10854,23629,137
10872,23629,137
10882,23629,137
10917,23629,137
10952,23629,137
10970,23629,137
10991,23629,137
11009,23629,137
11030,23629,137
11062,23629,137
11083,23629,137
11101,23629,137
11122,23629,137
11143,23629,137
10496,19668,123
10522,19668,123
10543,19668,123
10550,19668,123
10584,19668,123
10605,19668,123
10618,19668,123
10636,19668,123
10657,19668,123
10678,19668,123
10696,19668,123
10710,19668,123
10728,19668,123
10749,19668,123
10772,19668,123
10784,19668,123
10801,19668,123
10822,19668,123
10825,19668,123
10889,19668,123
10898,19668,123
10919,19668,123
10933,19668,123
10954,19668,123
10972,19668,123
10993,19668,123
11011,19668,123
11032,19668,123
11064,19668,123
11085,19668,123
11103,19668,123
11124,19668,123
11145,19668,123
11148,19668,123
11150,19668,123
11152,19668,123
11154,19668,123
11156,19668,123
11158,19668,123
11160,19668,123
11162,19668,123
11164,19668,123
11166,19668,123
11168,19668,123
11170,19668,123
11172,19668,123
11174,19668,123
11176,19668,123
11178,19668,123
10495,17413,129
10521,17413,129
10542,17413,129
10561,17413,129
10565,17413,129
10583,17413,129
10604,17413,129
10617,17413,129
10635,17413,129
10656,17413,129
10677,17413,129
10695,17413,129
10709,17413,129
10727,17413,129
10748,17413,129
10771,17413,129
10821,17413,129
10837,17413,129
10855,17413,129
10873,17413,129
10883,17413,129
10918,17413,129
10953,17413,129
10971,17413,129
10992,17413,129
11010,17413,129
11031,17413,129
11063,17413,129
11084,17413,129
11102,17413,129
11123,17413,129
11144,17413,129
10492,16372,126
10518,16372,126
10539,16372,126
10558,16372,126
10562,16372,126
10580,16372,126
10601,16372,126
10614,16372,126
10632,16372,126
10653,16372,126
10674,16372,126
10692,16372,126
10706,16372,126
10724,16372,126
10745,16372,126
10768,16372,126
10818,16372,126
10834,16372,126
10852,16372,126
10870,16372,126
10880,16372,126
10915,16372,126
10950,16372,126
10968,16372,126
10989,16372,126
11007,16372,126
11028,16372,126
11060,16372,126
11081,16372,126
11099,16372,126
11120,16372,126
11141,16372,126
10515,10095,99
10536,10095,99
10577,10095,99
10598,10095,99
10650,10095,99
10671,10095,99
10742,10095,99
10781,10095,99
10798,10095,99
10815,10095,99
10849,10095,99
10867,10095,99
10912,10095,99
10947,10095,99
10986,10095,99
11025,10095,99
11057,10095,99
11078,10095,99
11117,10095,99
11138,10095,99
10493,9428,59
10519,9428,59
10540,9428,59
10559,9428,59
10563,9428,59
10581,9428,59
10602,9428,59
10615,9428,59
10633,9428,59
10654,9428,59
10675,9428,59
10693,9428,59
10707,9428,59
10725,9428,59
10746,9428,59
10769,9428,59
10819,9428,59
10835,9428,59
10853,9428,59
10871,9428,59
10881,9428,59
10916,9428,59
10951,9428,59
10969,9428,59
10990,9428,59
11008,9428,59
11029,9428,59
11061,9428,59
11082,9428,59
11100,9428,59
11121,9428,59
11142,9428,59
10512,8852,89
10533,8852,89
10574,8852,89
10595,8852,89
10611,8852,89
10629,8852,89
10647,8852,89
10668,8852,89
10689,8852,89
10721,8852,89
10739,8852,89
10765,8852,89
10778,8852,89
10795,8852,89
10812,8852,89
10831,8852,89
10846,8852,89
10864,8852,89
10877,8852,89
10895,8852,89
10909,8852,89
10925,8852,89
10944,8852,89
10965,8852,89
10983,8852,89
11004,8852,89
11022,8852,89
11043,8852,89
11054,8852,89
11075,8852,89
11096,8852,89
11114,8852,89
11135,8852,89
10511,7986,65
10532,7986,65
10573,7986,65
10594,7986,65
10610,7986,65
10628,7986,65
10646,7986,65
10667,7986,65
10688,7986,65
10720,7986,65
10738,7986,65
10764,7986,65
10777,7986,65
10794,7986,65
10811,7986,65
10830,7986,65
10845,7986,65
10863,7986,65
10876,7986,65
10894,7986,65
10908,7986,65
10924,7986,65
10943,7986,65
10964,7986,65
10982,7986,65
11003,7986,65
11021,7986,65
11042,7986,65
11053,7986,65
11074,7986,65
11095,7986,65
11113,7986,65
11134,7986,65
10509,7666,47
10530,7666,47
10571,7666,47
10592,7666,47
10608,7666,47
10626,7666,47
10644,7666,47
10665,7666,47
10686,7666,47
10718,7666,47
10736,7666,47
10762,7666,47
10775,7666,47
10792,7666,47
10809,7666,47
10828,7666,47
10843,7666,47
10861,7666,47
10874,7666,47
10892,7666,47
10906,7666,47
10922,7666,47
10941,7666,47
10962,7666,47
10980,7666,47
11001,7666,47
11019,7666,47
11040,7666,47
11051,7666,47
11072,7666,47
11093,7666,47
11111,7666,47
11132,7666,47
10510,7635,37
10531,7635,37
10572,7635,37
10593,7635,37
10609,7635,37
10627,7635,37
10645,7635,37
10666,7635,37
10687,7635,37
10719,7635,37
10737,7635,37
10763,7635,37
10776,7635,37
10793,7635,37
10810,7635,37
10829,7635,37
10844,7635,37
10862,7635,37
10875,7635,37
10893,7635,37
10907,7635,37
10923,7635,37
10942,7635,37
10963,7635,37
10981,7635,37
11002,7635,37
11020,7635,37
11041,7635,37
11052,7635,37
11073,7635,37
11094,7635,37
11112,7635,37
11133,7635,37
10488,7498,38
10500,7498,38
10505,7498,38
10526,7498,38
10546,7498,38
10554,7498,38
10567,7498,38
10588,7498,38
10622,7498,38
10640,7498,38
10661,7498,38
10682,7498,38
10702,7498,38
10714,7498,38
10732,7498,38
10753,7498,38
10758,7498,38
10788,7498,38
10805,7498,38
10839,7498,38
10857,7498,38
10885,7498,38
10902,7498,38
10929,7498,38
10937,7498,38
10958,7498,38
10976,7498,38
10997,7498,38
11015,7498,38
11036,7498,38
11047,7498,38
11068,7498,38
11089,7498,38
11107,7498,38
11128,7498,38
10489,7418,56
10502,7418,56
10507,7418,56
10528,7418,56
10548,7418,56
10556,7418,56
10569,7418,56
10590,7418,56
10624,7418,56
10642,7418,56
10663,7418,56
10684,7418,56
10704,7418,56
10716,7418,56
10734,7418,56
10755,7418,56
10760,7418,56
10790,7418,56
10807,7418,56
10841,7418,56
10859,7418,56
10887,7418,56
10904,7418,56
10931,7418,56
10939,7418,56
10960,7418,56
10978,7418,56
10999,7418,56
11017,7418,56
11038,7418,56
11049,7418,56
11070,7418,56
11091,7418,56
11109,7418,56
11130,7418,56
10487,6873,57
10499,6873,57
10504,6873,57
10525,6873,57
10553,6873,57
10566,6873,57
10587,6873,57
10621,6873,57
10639,6873,57
10660,6873,57
10681,6873,57
10701,6873,57
10713,6873,57
10731,6873,57
10752,6873,57
10757,6873,57
10787,6873,57
10804,6873,57
10838,6873,57
10856,6873,57
10884,6873,57
10901,6873,57
10928,6873,57
10936,6873,57
10957,6873,57
10975,6873,57
10996,6873,57
11014,6873,57
11035,6873,57
11046,6873,57
11067,6873,57
11088,6873,57
11106,6873,57
11127,6873,57
438,1965,89
895,1965,89
2355,1965,89
2356,1965,89
2357,1965,89
2358,1965,89
3650,1965,89
4161,1965,89
5630,1965,89
6743,1965,89
7166,1965,89
7365,1965,89
8122,1965,89
8523,1965,89
8682,1965,89
8904,1965,89
1245,45038,2984
4739,45038,2984
5085,45038,2984
8379,45038,2984
1220,37094,4093
4710,37094,4093
5084,37094,4093
8378,37094,4093
1215,32877,1529
4702,32877,1529
5083,32877,1529
8377,32877,1529
1207,28241,578
4699,28241,578
5082,28241,578
8376,28241,578
1206,27856,582
4698,27856,582
5081,27856,582
8375,27856,582
120,12161,252
121,12161,252
284,12161,252
285,12161,252
286,12161,252
1111,12161,252
1112,12161,252
1113,12161,252
1339,12161,252
1340,12161,252
1341,12161,252
1357,12161,252
1358,12161,252
1359,12161,252
1390,12161,252
1391,12161,252
1392,12161,252
2522,12161,252
2523,12161,252
3470,12161,252
3471,12161,252
4771,12161,252
4772,12161,252
4773,12161,252
4800,12161,252
4801,12161,252
4917,12161,252
5230,12161,252
5231,12161,252
5232,12161,252
5769,12161,252
5770,12161,252
5840,12161,252
5841,12161,252
6079,12161,252
8103,12161,252
8464,12161,252
8465,12161,252
8466,12161,252
283,11484,342
1110,11484,342
1338,11484,342
1389,11484,342
2516,11484,342
4919,11484,342
5229,11484,342
5768,11484,342
5839,11484,342
7351,11484,342
8463,11484,342
8796,11484,342
9135,11484,342
119,10564,287
1108,10564,287
1336,10564,287
1337,10564,287
1356,10564,287
1386,10564,287
1387,10564,287
3468,10564,287
4799,10564,287
5765,10564,287
5766,10564,287
5796,10564,287
5797,10564,287
5836,10564,287
5837,10564,287
6078,10564,287
8261,10564,287
8460,10564,287
8461,10564,287
8795,10564,287
8824,10564,287
9133,10564,287
1107,6977,190
1334,6977,190
1335,6977,190
1384,6977,190
1385,6977,190
2424,6977,190
2425,6977,190
3465,6977,190
4796,6977,190
5763,6977,190
5764,6977,190
5794,6977,190
5795,6977,190
5832,6977,190
5833,6977,190
7371,6977,190
8458,6977,190
8459,6977,190
8793,6977,190
8794,6977,190
8823,6977,190
9131,6977,190
9132,6977,190
118,5569,172
1106,5569,172
1331,5569,172
1332,5569,172
1382,5569,172
1383,5569,172
2420,5569,172
2421,5569,172
3464,5569,172
4794,5569,172
4795,5569,172
5227,5569,172
5228,5569,172
5761,5569,172
5762,5569,172
5790,5569,172
5791,5569,172
5824,5569,172
5825,5569,172
8102,5569,172
8456,5569,172
8457,5569,172
8791,5569,172
8792,5569,172
8817,5569,172
9129,5569,172
9130,5569,172
3502,31683,1191
3519,31683,1191
5593,31683,1191
5609,31683,1191
7566,31683,1191
8546,31683,1191
3500,31171,1222
3518,31171,1222
5592,31171,1222
5608,31171,1222
7564,31171,1222
8554,31171,1222
3510,29171,1491
3984,29171,1491
5598,29171,1491
5599,29171,1491
5614,29171,1491
8553,29171,1491
3509,19692,132
3524,19692,132
5597,19692,132
5613,19692,132
7552,19692,132
8552,19692,132
3498,18511,665
4609,18511,665
5607,18511,665
3508,17485,885
3523,17485,885
5596,17485,885
5612,17485,885
7550,17485,885
8551,17485,885
596,12779,157
3495,12779,157
3947,12779,157
4607,12779,157
5589,12779,157
5605,12779,157
7466,12779,157
8012,12779,157
8192,12779,157
8545,12779,157
595,12217,262
3494,12217,262
3946,12217,262
4606,12217,262
5588,12217,262
5604,12217,262
7465,12217,262
8013,12217,262
8217,12217,262
8549,12217,262
3491,4221,132
3983,4221,132
5586,4221,132
5602,4221,132
8544,4221,132
3490,3624,113
3982,3624,113
5585,3624,113
5601,3624,113
8548,3624,113
597,612,39
3949,612,39
3968,612,39
8547,612,39
9284,612,39
7541,521,191
9852,5221,101
9853,5221,101
9856,1208,47
9860,1208,47
9864,1208,47
9868,1208,47
9872,1208,47
9876,1208,47
9880,1208,47
9884,1208,47
9888,1208,47
9892,1208,47
9896,1208,47
9900,1208,47
9904,1208,47
9908,1208,47
9912,1208,47
9916,1208,47
9854,1051,54
9858,1051,54
9862,1051,54
9866,1051,54
9870,1051,54
9874,1051,54
9878,1051,54
9882,1051,54
9886,1051,54
9890,1051,54
9894,1051,54
9898,1051,54
9902,1051,54
9906,1051,54
9910,1051,54
9914,1051,54
9857,889,48
9861,889,48
9865,889,48
9869,889,48
9873,889,48
9877,889,48
9881,889,48
9885,889,48
9889,889,48
9893,889,48
9897,889,48
9901,889,48
9905,889,48
9909,889,48
9913,889,48
9917,889,48
9855,835,49
9859,835,49
9863,835,49
9867,835,49
9871,835,49
9875,835,49
9879,835,49
9883,835,49
9887,835,49
9891,835,49
9895,835,49
9899,835,49
9903,835,49
9907,835,49
9911,835,49
9915,835,49
2612,23968,990
4535,23968,990
7068,23968,990
9014,23968,990
219,20572,400
226,20572,400
267,20572,400
2180,20572,400
2593,20572,400
4196,20572,400
4534,20572,400
4832,20572,400
7898,20572,400
8384,20572,400
8988,20572,400
218,19044,620
266,19044,620
673,19044,620
1024,19044,620
2078,19044,620
2572,19044,620
2573,19044,620
4189,19044,620
4532,19044,620
4828,19044,620
6751,19044,620
7067,19044,620
7085,19044,620
7319,19044,620
7530,19044,620
8383,19044,620
8699,19044,620
8987,19044,620
217,18102,1207
225,18102,1207
265,18102,1207
2176,18102,1207
2568,18102,1207
4188,18102,1207
4531,18102,1207
4827,18102,1207
7897,18102,1207
8382,18102,1207
8986,18102,1207
3512,1108,88
3957,1108,88
1376,16900,255
2127,16900,255
5803,16900,255
1375,16392,300
2126,16392,300
5802,16392,300
1374,14362,246
2125,14362,246
5801,14362,246
1372,6436,88
2124,6436,88
5793,6436,88
1370,6412,94
2123,6412,94
5792,6412,94
1365,728,67
2122,728,67
5787,728,67
1285,58607,3056
1276,54479,1636
1176,53400,0
1259,,
1260,,
1255,49057,694
1246,47089,685
1244,44363,972
1242,43585,167
1190,7582,238
6030,43491,157
6643,43491,157
1187,2070,128
1882,13242,102
1881,13218,77
3348,46335,759
3346,46337,928
3341,45170,1915
9571,45170,1915
9657,45170,1915
3340,43881,1059
3335,42073,754
3333,41582,118
3332,41200,845
3331,39780,886
3079,35054,447
2007,34092,324
1915,16817,290
1906,15009,273
1902,14562,243
1864,9500,54
1856,8323,80
1834,3888,90
1827,1692,76
1824,1459,54
1823,1324,67
1822,1068,68
1828,1692,76
6430,23649,265
6427,10389,129
1939,23657,201
2043,45071,165
1987,28907,269
2042,45538,1599
2724,45538,1599
580,30838,1710
725,30838,1710
994,30838,1710
1210,30838,1710
2872,30838,1710
2873,30838,1710
2874,30838,1710
3455,30838,1710
3716,30838,1710
3818,30838,1710
3864,30838,1710
4080,30838,1710
4700,30838,1710
4770,30838,1710
5018,30838,1710
5129,30838,1710
5478,30838,1710
6024,30838,1710
6431,30838,1710
6441,30838,1710
6630,30838,1710
7634,30838,1710
8137,30838,1710
8265,30838,1710
9142,30838,1710
578,22826,978
724,22826,978
993,22826,978
1198,22826,978
2854,22826,978
2855,22826,978
3454,22826,978
3715,22826,978
3816,22826,978
3862,22826,978
4693,22826,978
4769,22826,978
5017,22826,978
5128,22826,978
5476,22826,978
6023,22826,978
6428,22826,978
6439,22826,978
6626,22826,978
7630,22826,978
8136,22826,978
8263,22826,978
9141,22826,978
378,27638,762
561,27638,762
2631,27638,762
2632,27638,762
2633,27638,762
4757,27638,762
8529,27638,762
1869,10868,152
1868,10797,164
1962,25766,129
574,7696,179
7545,7696,179
7546,7696,179
2040,44376,1616
3329,39195,194
1972,27306,193
1920,17721,131
1875,12710,102
3349,46551,646
2663,30065,558
562,28234,465
848,28234,465
2199,28234,465
2634,28234,465
2635,28234,465
2636,28234,465
3813,28234,465
3855,28234,465
4758,28234,465
5065,28234,465
5137,28234,465
5320,28234,465
5907,28234,465
6425,28234,465
7391,28234,465
1901,14545,221
9669,47637,285
1926,20720,176
2032,41733,957
1812,50,0
1213,31222,226
1212,31164,134
39,30677,658
1150,30677,658
2111,30677,658
2875,30677,658
3382,30677,658
3993,30677,658
4278,30677,658
4581,30677,658
4859,30677,658
6442,30677,658
6480,30677,658
6538,30677,658
7635,30677,658
7807,30677,658
8231,30677,658
8474,30677,658
9016,30677,658
1211,30545,279
1209,30244,324
38,29438,813
1149,29438,813
2110,29438,813
2870,29438,813
3381,29438,813
3992,29438,813
4277,29438,813
4580,29438,813
4858,29438,813
6440,29438,813
6479,29438,813
6537,29438,813
7633,29438,813
7806,29438,813
8230,29438,813
8473,29438,813
9015,29438,813
1208,28347,230
4273,23888,564
1143,18362,1676
2109,18362,1676
2177,18362,1676
2835,18362,1676
4259,18362,1676
4847,18362,1676
5126,18362,1676
5733,18362,1676
6201,18362,1676
6266,18362,1676
6417,18362,1676
6475,18362,1676
6534,18362,1676
7412,18362,1676
7799,18362,1676
8194,18362,1676
8318,18362,1676
8472,18362,1676
9005,18362,1676
9202,18362,1676
4254,14959,935
4252,9878,318
4163,3298,258
9919,44699,1046
9922,44699,1046
9925,44699,1046
9930,44699,1046
9933,44699,1046
9936,44699,1046
9941,44699,1046
9946,44699,1046
9949,44699,1046
9954,44699,1046
9959,44699,1046
9966,44699,1046
9969,44699,1046
9974,44699,1046
9979,44699,1046
9982,44699,1046
9920,6360,43
9923,6360,43
9926,6360,43
9931,6360,43
9934,6360,43
9937,6360,43
9942,6360,43
9947,6360,43
9950,6360,43
9955,6360,43
9960,6360,43
9967,6360,43
9970,6360,43
9975,6360,43
9980,6360,43
9983,6360,43
9918,2217,64
9921,2217,64
9924,2217,64
9929,2217,64
9932,2217,64
9935,2217,64
9940,2217,64
9945,2217,64
9948,2217,64
9953,2217,64
9958,2217,64
9965,2217,64
9968,2217,64
9973,2217,64
9978,2217,64
9981,2217,64
9928,597,35
9939,597,35
9944,597,35
9952,597,35
9957,597,35
9962,597,35
9964,597,35
9972,597,35
9977,597,35
9927,50,0
9938,50,0
9943,50,0
9951,50,0
9956,50,0
9961,50,0
9963,50,0
9971,50,0
9976,50,0
579,23323,585
1199,23323,585
3817,23323,585
3987,23323,585
4268,23323,585
4269,23323,585
4504,23323,585
6429,23323,585
6627,23323,585
8625,23323,585
9085,23323,585
1917,16994,142
1879,13181,73
1849,7071,103
9591,49088,624
9364,24982,205
9592,50675,1410
9362,24555,210
9355,18952,97
9589,46551,646
9372,25766,99
9368,25638,119
9544,20488,111
9545,22067,135
9548,30272,275
9532,4439,65
9608,47110,735
9546,25445,144
9552,49059,531
9609,45566,342
9536,6905,79
9396,3950,62
9447,14408,192
9412,1815,52
9371,25766,129
9370,25657,159
9381,40012,766
9392,50,0
9366,25347,215
9346,172,93
9365,25298,227
9374,26013,143
9380,26840,223
9590,,
9351,14548,225
9533,4467,55
9538,8482,47
9549,43532,313
9547,26292,143
9550,47182,466
9530,964,45
9541,17082,213
9402,23120,140
9595,48357,893
9523,27626,134
9515,5660,45
9521,25444,153
9512,2721,63
9526,30808,216
9599,45652,194
9601,47560,1234
9517,8483,37
9603,44516,878
9524,28116,230
9522,26095,124
9525,29781,383
9516,7708,34
9519,20717,140
9528,39219,1025
9596,45192,165
9514,5391,52
9597,47577,283
9604,48223,1110
9598,48424,342
9513,4155,46
9518,11975,94
9602,43869,730
9529,49920,0
9527,33476,336
9600,,
9610,46316,1231
9395,1993,78
